normalizing_factor,h_b,v,beta,avg_number_of_bumps,avg_total_active_neurons,avg_bump_width,avg_largest_bump_width,avg_zero_bump_timestep_percentage
0.5,0.5,0.5,400,0.055135135135135134,0.2201081081081081,3.992156862745098,0.21827027027027027,94.67027027027027
0.5,0.45,0.5,400,0.19178378378378377,1.5930810810810812,8.306651634723789,1.591135135135135,81.01621621621622
0.5,0.4,0.5,400,0.5197837837837838,5.164216216216216,9.935316139767055,4.695459459459459,55.67567567567568
0.5,0.35000000000000003,0.5,400,0.8567567567567568,14.824432432432433,17.302965299684544,13.247135135135135,31.145945945945947
0.5,0.30000000000000004,0.5,400,0.8495135135135136,18.907027027027027,22.25629931280224,17.429189189189188,27.005405405405405
0.5,0.25000000000000006,0.5,400,0.8432432432432433,22.51491891891892,26.700384615384614,21.643891891891894,23.978378378378377
0.5,0.20000000000000007,0.5,400,0.8858378378378379,25.874702702702702,29.209299487429828,24.823891891891893,21.44864864864865
0.5,0.15000000000000008,0.5,400,0.9563243243243243,30.35481081081081,31.741125932624914,29.130594594594594,14.616216216216216
0.5,0.10000000000000009,0.5,400,1.011891891891892,35.725405405405404,35.30555555555556,34.478702702702705,7.048648648648649
0.5,0.0500000000000001,0.5,400,1.0212972972972973,43.36064864864865,42.456441198264,43.219027027027025,0.15135135135135136
0.45,0.5,0.5,400,0.004972972972972973,0.005189189189189189,1.0434782608695652,0.0033513513513513515,99.68648648648649
0.45,0.45,0.5,400,0.060756756756756757,0.2738378378378378,4.50711743772242,0.272,94.10810810810811
0.45,0.4,0.5,400,0.2145945945945946,1.907891891891892,8.890680100755668,1.9054054054054055,78.78918918918919
0.45,0.35000000000000003,0.5,400,0.6587027027027027,7.856756756756757,11.927621861152142,7.171243243243243,43.84864864864865
0.45,0.30000000000000004,0.5,400,0.8248648648648649,16.815243243243245,20.385452162516383,15.627783783783784,29.21081081081081
0.45,0.25000000000000006,0.5,400,0.8016216216216216,20.51945945945946,25.597437626432907,19.674054054054054,26.81081081081081
0.45,0.20000000000000007,0.5,400,0.843027027027027,24.43664864864865,28.986791484996154,23.89675675675676,21.664864864864864
0.45,0.15000000000000008,0.5,400,0.9234594594594595,28.86789189189189,31.26059470849918,28.15016216216216,14.702702702702704
