rank,normalizing_factor,h_b,v,beta,avg_number_of_bumps,avg_total_active_neurons,avg_bump_width,avg_largest_bump_width,avg_zero_bump_timestep_percentage,avg_one_bump_timestep_percentage,avg_two_bump_timestep_percentage,time1_bumpangle,time2_bumpangle,time3_bumpangle,time4_bumpangle,time5_bumpangle,time6_bumpangle,time7_bumpangle,time8_bumpangle,time9_bumpangle,time10_bumpangle,time11_bumpangle,time12_bumpangle,time13_bumpangle,time14_bumpangle,time15_bumpangle,time16_bumpangle,time17_bumpangle,time18_bumpangle,time19_bumpangle,time20_bumpangle,time21_bumpangle,time22_bumpangle,time23_bumpangle,time24_bumpangle,time25_bumpangle,time26_bumpangle,time27_bumpangle,time28_bumpangle,time29_bumpangle,time30_bumpangle,time31_bumpangle,time32_bumpangle,time33_bumpangle,time34_bumpangle,time35_bumpangle,time36_bumpangle,time37_bumpangle,time38_bumpangle,time39_bumpangle,time40_bumpangle,time41_bumpangle,time42_bumpangle,time43_bumpangle,time44_bumpangle,time45_bumpangle,time46_bumpangle,time47_bumpangle,time48_bumpangle,time49_bumpangle,time50_bumpangle,time51_bumpangle,time52_bumpangle,time53_bumpangle,time54_bumpangle,time55_bumpangle,time56_bumpangle,time57_bumpangle,time58_bumpangle,time59_bumpangle,time60_bumpangle,time61_bumpangle,time62_bumpangle,time63_bumpangle,time64_bumpangle,time65_bumpangle,time66_bumpangle,time67_bumpangle,time68_bumpangle,time69_bumpangle,time70_bumpangle,time71_bumpangle,time72_bumpangle,time73_bumpangle,time74_bumpangle,time75_bumpangle,time76_bumpangle,time77_bumpangle,time78_bumpangle,time79_bumpangle,time80_bumpangle,time81_bumpangle,time82_bumpangle,time83_bumpangle,time84_bumpangle,time85_bumpangle,time86_bumpangle,time87_bumpangle,time88_bumpangle,time89_bumpangle,time90_bumpangle,time91_bumpangle,time92_bumpangle,time93_bumpangle,time94_bumpangle,time95_bumpangle,time96_bumpangle,time97_bumpangle,time98_bumpangle,time99_bumpangle,time100_bumpangle,time101_bumpangle,time102_bumpangle,time103_bumpangle,time104_bumpangle,time105_bumpangle,time106_bumpangle,time107_bumpangle,time108_bumpangle,time109_bumpangle,time110_bumpangle,time111_bumpangle,time112_bumpangle,time113_bumpangle,time114_bumpangle,time115_bumpangle,time116_bumpangle,time117_bumpangle,time118_bumpangle,time119_bumpangle,time120_bumpangle,time121_bumpangle,time122_bumpangle,time123_bumpangle,time124_bumpangle,time125_bumpangle,time126_bumpangle,time127_bumpangle,time128_bumpangle,time129_bumpangle,time130_bumpangle,time131_bumpangle,time132_bumpangle,time133_bumpangle,time134_bumpangle,time135_bumpangle,time136_bumpangle,time137_bumpangle,time138_bumpangle,average_bumpangle,abs_average_bumpangle
1.0,0.0499999999999996,0.0199999999999998,0.4,400.0,1.0046376811594202,23.40826086956522,23.300201961915757,23.40347826086957,0.0,99.6376811594203,0.2753623188405797,-1.1645493324225729,-1.8422345090386645,-1.4430863794402164,-1.4347970728607435,-0.8723726581743214,-0.3688752418202691,-0.1779505595109241,-0.2400000000000083,0.749999999999992,0.0299999999999911,-0.2118412678657081,-0.2380580116373359,-0.1500000000000086,-0.2400000000000087,-0.3000000000000086,-0.1818412678657082,-0.6300000000000084,-1.4725662337185952,-1.6499887862964375,-2.012566233718596,-1.3805073198008877,-1.292164485550937,-1.259553134367262,-1.1400000000000083,-0.9300000000000084,-1.4100000000000106,-1.4100000000000106,-1.5900000000000098,-1.1118412678657088,-0.96000000000001,-0.6234531148547549,0.5142139260400045,1.2299999999999909,0.3028963492352565,0.4542139260400039,0.8104179457985814,0.6642499318105561,1.0199999999999922,1.1959856436976906,0.6618412678656899,1.3199999999999903,1.1117465397523285,0.8677118665015449,0.6277118665015448,-0.6578355144490806,-0.2696970992632626,-0.9000000000000093,-0.3239316983201805,-0.506913620559804,0.6919419883626634,-0.0859942465833823,-1.1145762669968995,-0.3300000000000074,-0.3600000000000082,-0.3620494404890925,-0.0300000000000082,0.1216571657500401,-0.3300000000000079,-0.5424215767567401,-1.047835514449079,-2.4869136205598013,-1.0680161903049488,-0.4200000000000093,-0.2100000000000074,0.2099999999999907,0.177711866501545,0.1799999999999907,-0.1800000000000091,-8.810729923425242e-15,-0.0600000000000088,-0.060000000000009,-0.0577118665015623,-0.0278355144490805,-0.8671036507647416,-0.3824872075507656,0.0299999999999909,-0.060000000000009,0.0599999999999909,0.1799999999999907,0.0299999999999909,0.1499999999999909,0.0599999999999909,0.0299999999999911,-0.0900000000000079,-0.3000000000000093,0.0299999999999909,-0.0922881334984555,-0.7796374258413878,-0.2675784232432787,0.0299999999999909,-0.0900000000000091,0.0299999999999909,-0.2678355144490797,-0.1200000000000091,-0.1500000000000091,-0.0600000000000089,-0.060000000000009,0.0599999999999909,-0.060000000000009,0.029999999999992,-0.1800000000000091,0.1221644855509191,-6.8212102632969615e-15,-0.2100000000000078,-0.0300000000000079,-0.060000000000009,0.0277118665015463,0.0622881334984384,-0.0600000000000079,0.1199999999999909,-0.0600000000000079,0.0599999999999931,-0.0900000000000065,0.2722881334984378,0.1199999999999931,-0.0024215767567386,-7.673861546209083e-15,-6.8212102632969615e-15,-0.0600000000000078,0.0925662337185782,0.0899999999999934,-0.1500000000000066,-0.0300000000000065,0.2399999999999932,-6.6791017161449406e-15,-0.1500000000000066,-0.1800000000000066,-0.1500000000000069,0.0599999999999926,0.119999999999994,0.2399999999999932,0.0899999999999933,0.0299999999999938,0.089999999999993,0.2672761947184068,0.0599999999999933,0.0599999999999923,-0.2700000000000082,-0.2073386641105356,0.2073386641105356
