normalizing_factor,h_b,v,beta,avg_number_of_bumps,avg_total_active_neurons,avg_bump_width,avg_largest_bump_width,avg_zero_bump_timestep_percentage,time1_bumpangle,time2_bumpangle,time3_bumpangle,time4_bumpangle,time5_bumpangle,time6_bumpangle,time7_bumpangle,time8_bumpangle,time9_bumpangle,time10_bumpangle,time11_bumpangle,time12_bumpangle,time13_bumpangle,time14_bumpangle,time15_bumpangle,time16_bumpangle,time17_bumpangle,time18_bumpangle,time19_bumpangle,time20_bumpangle,time21_bumpangle,time22_bumpangle,time23_bumpangle,time24_bumpangle,time25_bumpangle,time26_bumpangle,time27_bumpangle,time28_bumpangle,time29_bumpangle,time30_bumpangle,time31_bumpangle,time32_bumpangle,time33_bumpangle,time34_bumpangle,time35_bumpangle,time36_bumpangle,time37_bumpangle,time38_bumpangle,time39_bumpangle,time40_bumpangle,time41_bumpangle,time42_bumpangle,time43_bumpangle,time44_bumpangle,time45_bumpangle,time46_bumpangle,time47_bumpangle,time48_bumpangle,time49_bumpangle,time50_bumpangle,time51_bumpangle,time52_bumpangle,time53_bumpangle,time54_bumpangle,time55_bumpangle,time56_bumpangle,time57_bumpangle,time58_bumpangle,time59_bumpangle,time60_bumpangle,time61_bumpangle,time62_bumpangle,time63_bumpangle,time64_bumpangle,time65_bumpangle,time66_bumpangle,time67_bumpangle,time68_bumpangle,time69_bumpangle,time70_bumpangle,time71_bumpangle,time72_bumpangle,time73_bumpangle,time74_bumpangle,time75_bumpangle,time76_bumpangle,time77_bumpangle,time78_bumpangle,time79_bumpangle,time80_bumpangle,time81_bumpangle,time82_bumpangle,time83_bumpangle,time84_bumpangle,time85_bumpangle,time86_bumpangle,time87_bumpangle,time88_bumpangle,time89_bumpangle,time90_bumpangle,time91_bumpangle,time92_bumpangle,time93_bumpangle,time94_bumpangle,time95_bumpangle,time96_bumpangle,time97_bumpangle,time98_bumpangle,time99_bumpangle,time100_bumpangle,time101_bumpangle,time102_bumpangle,time103_bumpangle,time104_bumpangle,time105_bumpangle,time106_bumpangle,time107_bumpangle,time108_bumpangle,time109_bumpangle,time110_bumpangle,time111_bumpangle,time112_bumpangle,time113_bumpangle,time114_bumpangle,time115_bumpangle,time116_bumpangle,time117_bumpangle,time118_bumpangle,time119_bumpangle,time120_bumpangle,time121_bumpangle,time122_bumpangle,time123_bumpangle,time124_bumpangle,time125_bumpangle,time126_bumpangle,time127_bumpangle,time128_bumpangle,time129_bumpangle,time130_bumpangle,time131_bumpangle,time132_bumpangle,time133_bumpangle,time134_bumpangle,time135_bumpangle,time136_bumpangle,time137_bumpangle,time138_bumpangle
0.1546,0.0122,0.5,400,1.0078260869565216,43.397971014492754,43.06097210238712,43.38985507246377,0.0,-2.142084081111543,-2.5500000000000087,-1.6787265400859213,-0.9612066923540296,-0.18000000000000838,-8.357758929378179e-15,0.3599999999999923,-0.15000000000000832,-8.411049634560187e-15,0.29999999999999144,-0.21090793661381851,-0.15000000000000854,-8.331523788008137e-15,-0.21000000000000835,0.059999999999991636,0.02999999999999167,0.029999999999991728,-0.390000000000008,-0.2100000000000083,0.5687933076459702,-0.23176572713166643,-0.030000000000008117,0.29999999999999166,0.38999999999999196,-0.03000000000000804,0.2999999999999922,0.05999999999999204,-0.270000000000008,0.089999999999992,-0.060000000000008026,0.0009079366138019983,0.11999999999999175,-0.4264487460921287,0.149999999999991,0.05994881226275364,-0.09000000000000792,0.059999999999992115,-0.12000000000000793,-7.97093840986647e-15,0.14999999999999192,0.05999999999999197,0.149999999999992,0.14999999999999195,0.359999999999992,-0.030000000000008017,0.059999999999991845,0.2699999999999919,0.05378111483878076,0.7199999999999911,-0.3752240040945605,0.09431379646525158,-0.12000000000000821,-0.1800000000000087,0.0599999999999917,0.3299999999999915,-0.06000000000000827,-0.3300000000000084,-0.15000000000000832,0.17999999999999158,0.32999999999999163,-1.3259584004092198,-0.3157101130414902,-0.15000000000000863,0.029999999999991592,-0.36000000000000854,-0.1800000000000086,0.0899999999999915,-0.06000000000000849,0.29999999999999133,-0.12000000000000856,0.17999999999999144,0.05999999999999143,-0.15000000000000854,1.4455111577444697,0.7652531554676232,-0.09000000000000868,0.3299999999999917,0.23999999999999133,-0.15000000000000877,-0.24000000000000873,-8.743711008788897e-15,0.14999999999999117,0.5399999999999915,0.23999999999999122,0.2399999999999912,-0.24000000000000876,-8.659577378812687e-15,1.3256854894228827,0.8142491547966846,0.2348411418987388,0.11999999999999118,-0.09000000000000863,-0.12000000000000872,-0.03000000000000864,-0.36000000000000876,-0.18000000000000868,-0.42000000000000787,-0.42000000000000826,-8.632932026221682e-15,0.419999999999992,0.059999999999991456,-0.3900000000000081,-0.3300000000000081,-0.12000000000000863,-0.15000000000000857,-0.15000000000000852,-0.09000000000000857,-0.029396338286444598,0.08999999999999155,0.02999999999999145,0.2999999999999913,0.1199999999999915,-0.15000000000000838,-0.15000000000000846,-0.0900000000000085,-0.09000000000000835,-0.1500000000000083,0.11999999999999168,-0.36000000000000765,-0.33000000000000784,-0.390000000000008,-0.12000000000000835,0.11999999999999188,0.11999999999999166,-0.2700000000000079,-0.7500000000000075,-0.33000000000000795,0.4199999999999919,-0.1800000000000082,0.17999999999999175,-0.15000000000000813,0.6299999999999919,0.05999999999999183,0.4499999999999922,0.5399999999999917,0.14999999999999147,0.3899999999999917,0.6899999999999917
